GEOID20,INTPTLAT20,INTPTLON20,ALAND20,pop2020
060590219122007,+33.8259129,-117.7776284,3708,0
060590219122008,+33.8234807,-117.7822159,3593,0
060590219122009,+33.8221989,-117.7858403,5061,0
060590219122010,+33.8219498,-117.7899852,6632,0
060590219122011,+33.8165388,-117.7912850,425676,362
060590219122012,+33.8187667,-117.7891646,21169,50
060590219122013,+33.8181564,-117.7918320,10409,29
060590219122014,+33.8203482,-117.7856259,158746,300
060590219122015,+33.8204011,-117.7823125,12762,36
060590219122016,+33.8186909,-117.7917706,32960,76
060590219122017,+33.8207438,-117.7909783,70905,143
060590219122018,+33.8203069,-117.7949128,2607,0
060590219122019,+33.8195519,-117.7914877,26907,84
060590219122020,+33.8205930,-117.7890926,14935,37
060590219122021,+33.8197772,-117.7890980,14473,45
060590219122022,+33.8196880,-117.7872865,13600,31
060590219122023,+33.8203818,-117.7843175,18597,48
060590219123000,+33.8169180,-117.7808940,1518236,375
060590219123001,+33.8165544,-117.7772022,13331,36
060590219123002,+33.8158127,-117.7773501,27067,54
060590219123003,+33.8126249,-117.7969265,100684,0
060590219123004,+33.8160556,-117.7959296,88426,116
060590219123005,+33.8156248,-117.7995337,33060,86
060590219123006,+33.8161995,-117.7970352,18317,54
060590219123007,+33.8166002,-117.7979658,28807,59
060590219123008,+33.8171325,-117.7997729,44151,96
060590219123009,+33.8045434,-117.7622704,1058885,0
060590219123010,+33.8047072,-117.7673103,468989,132
060590219123011,+33.7974452,-117.7647553,20652,43
060590219123012,+33.7943857,-117.7608932,9861,0
060590219123013,+33.7947069,-117.7497125,933637,11
060590219123014,+33.7934429,-117.7388773,397617,0
060590219123015,+33.7879681,-117.7459801,417695,0
060590219123016,+33.7910296,-117.7540758,619080,0
060590219131000,+33.8109923,-117.8004972,90868,0
060590219131001,+33.8110672,-117.8019294,8785,0
060590219131002,+33.8092325,-117.8028709,70187,0
060590219131003,+33.8081226,-117.8049822,0,0
060590219131004,+33.8035178,-117.8068655,0,0
060590219131005,+33.8048597,-117.8077740,51521,0
060590219131006,+33.8057555,-117.8028838,132892,0
060590219131007,+33.8026178,-117.8031274,60507,150
060590219131008,+33.8043310,-117.8030302,93513,243
060590219131009,+33.8010874,-117.8110964,0,0
060590219131010,+33.8045468,-117.8104668,164386,0
060590219131011,+33.7997232,-117.8143880,8294,0
060590219131012,+33.8005842,-117.8038602,111342,296
060590219131013,+33.7997468,-117.8020936,36219,101
060590219132000,+33.7943379,-117.8035341,62146,127
060590219132001,+33.7933994,-117.8084916,111104,229
060590219132002,+33.7936179,-117.8065672,25443,96
060590219132003,+33.7932415,-117.8104791,32349,158
060590219132004,+33.7944038,-117.8134031,42244,158
060590219132005,+33.7932594,-117.8159214,73148,78
060590219132006,+33.7932881,-117.8177456,24853,116
060590219132007,+33.7937858,-117.8171048,4753,45
060590219132008,+33.7943474,-117.8177288,5820,26
060590219132009,+33.7923008,-117.8177477,7727,76
060590219132010,+33.7937204,-117.8177176,4121,48
060590219132011,+33.7924919,-117.8171219,6657,66
060590219132012,+33.7932900,-117.8120755,17102,51
060590219132013,+33.7938544,-117.8127484,29409,100
060590219132014,+33.7925785,-117.8129315,29796,131
060590219132015,+33.7920320,-117.8129324,15721,66
060590219132016,+33.7916302,-117.8129291,17810,72
060590219132017,+33.7921478,-117.8065646,26965,140
060590219133000,+33.7981418,-117.8018720,32354,122
060590219133001,+33.7979275,-117.8037271,6691,32
060590219133002,+33.7979421,-117.8048150,26547,96
060590219133003,+33.7969655,-117.8062848,43903,181
060590219133004,+33.7979555,-117.8074249,12479,41
060590219133005,+33.7984607,-117.8085100,6451,30
060590219133006,+33.7981087,-117.8106663,22766,88
060590219133007,+33.7979844,-117.8129665,42734,126
060590219133008,+33.7964036,-117.8124240,69316,204
060590219133009,+33.7968856,-117.8100026,23862,84
060590219133010,+33.7968829,-117.8091351,23965,120
060590219133011,+33.7963859,-117.8084798,34868,137
060590219133012,+33.7961311,-117.8072987,23829,132
060590219133013,+33.7965494,-117.8043991,18805,82
060590219133014,+33.7969762,-117.8026799,17372,70
060590219133015,+33.7957075,-117.8020947,23225,78
060590219133016,+33.7956045,-117.8043425,30802,88
060590219133017,+33.7970209,-117.8046239,7853,54
060590219133018,+33.7953149,-117.8122308,21248,59
060590219134000,+33.7932233,-117.8029473,28055,82
060590219134001,+33.7922012,-117.8038872,51829,88
060590219134002,+33.7915783,-117.8026362,4785,44
060590219134003,+33.7928205,-117.8028835,7870,89
060590219134004,+33.7921360,-117.8030680,5607,75
060590219134005,+33.7925511,-117.8052732,3880,0
060590219134006,+33.7909185,-117.8035071,41010,460
060590219134007,+33.7909370,-117.8067822,20246,174
060590219134008,+33.7909521,-117.8087284,16013,98
060590219134009,+33.7900397,-117.8086449,14789,80
060590219134010,+33.7900249,-117.8067800,20359,197
060590219134011,+33.7900066,-117.8035131,40971,379
060590219134012,+33.7890999,-117.8035229,40545,334
060590219134013,+33.7891115,-117.8067782,20257,128
060590219134014,+33.7891123,-117.8086789,15158,92
060590219134015,+33.7882092,-117.8087383,16404,85
060590219134016,+33.7884345,-117.8071060,7051,32
060590219134017,+33.7880762,-117.8066104,13308,22
060590219134018,+33.7881880,-117.8034911,41465,0
060590219134019,+33.7870534,-117.8062389,15326,58
060590219134020,+33.7870577,-117.8073268,15417,37
060590219134021,+33.7870677,-117.8087502,24801,102
060590219134022,+33.7856785,-117.8086908,24915,233
060590219134023,+33.7854682,-117.8073220,20126,203
060590219134024,+33.7854417,-117.8062421,20680,213
060590219141000,+33.7861774,-117.7969006,68325,245
060590219141001,+33.7868006,-117.7991924,42177,219
060590219141002,+33.7786205,-117.8019905,338590,502
060590219141003,+33.7828536,-117.8011901,25585,55
060590219141004,+33.7791741,-117.7976896,64776,133
060590219141005,+33.7822262,-117.8006671,26716,53
060590219141006,+33.7806000,-117.7994208,103881,169
060590219141007,+33.7836484,-117.8033071,174466,748
060590219141008,+33.7827785,-117.8050669,7941,52
060590219141009,+33.7809158,-117.8042237,23633,144
060590219141010,+33.7847535,-117.8049954,9860,61
060590219141011,+33.7827842,-117.8041594,13616,80
060590219141012,+33.7867910,-117.8043203,53179,258
060590219141013,+33.7841020,-117.8062318,10130,90
060590219141014,+33.7829744,-117.7996224,5982,18
060590219141015,+33.7808559,-117.7998748,16846,43
060590219142000,+33.7811080,-117.8069050,185117,220
060590219142001,+33.7816887,-117.8089765,28692,86
060590219142002,+33.7833054,-117.8085307,49247,147
060590219142003,+33.7761360,-117.8060554,59440,114
060590219142004,+33.7758376,-117.8081121,94720,172
060590219142005,+33.7773648,-117.8088019,27045,72
060590219142006,+33.7742630,-117.8072740,15065,50
060590219142007,+33.7783503,-117.8081374,27130,66
060590219142008,+33.7762593,-117.8030868,136530,228
060590219142009,+33.7772672,-117.8001733,28749,60
060590219142010,+33.7777105,-117.8048459,6084,0
060590219142011,+33.7741982,-117.8035490,50784,85
060590219142012,+33.7742720,-117.8063455,13824,43
060590219151000,+33.8503360,-117.7977931,147872,251
060590219151001,+33.8500931,-117.7995005,9764,49
060590219151002,+33.8485534,-117.7992873,78815,135
060590219151003,+33.8480130,-117.7994655,35969,57
060590219151004,+33.8463238,-117.7972333,66560,92
060590219151005,+33.8471010,-117.7984685,34877,91
060590219151006,+33.8450634,-117.7993985,29191,36
060590219151007,+33.8448600,-117.7972457,20235,57
060590219151008,+33.8441004,-117.7980958,21003,41
060590219152000,+33.8399075,-117.8228459,222509,298
060590219152001,+33.8395347,-117.8164679,34270,63
060590219152002,+33.8409421,-117.8317208,37516,0
060590219152003,+33.8381247,-117.8221257,72172,95
060590219152004,+33.8405150,-117.8196445,155982,280
060590219152005,+33.8382058,-117.8147467,8563,0
060590219152006,+33.8365444,-117.8344604,42325,0
060590219152007,+33.8354693,-117.8354049,8858,0
060590219152008,+33.8398303,-117.8299850,22038,46
060590219152009,+33.8402414,-117.8311390,62287,20
060590219152010,+33.8383618,-117.8308531,30161,72
060590219152011,+33.8387696,-117.8290929,33486,67
060590219152012,+33.8373589,-117.8317426,30174,55
060590219152013,+33.8366754,-117.8331542,49212,56
060590219152014,+33.8363451,-117.8321654,9446,18
060590219153000,+33.8502804,-117.8092231,21687,0
060590219153001,+33.8490742,-117.8078852,267987,122
060590219153002,+33.8441026,-117.8104696,836371,534
060590219153003,+33.8448361,-117.8203969,125249,88
060590219153004,+33.8454550,-117.8135573,212357,113
060590219153005,+33.8422628,-117.8088210,38115,31
060590219153006,+33.8427122,-117.8246292,87806,45
060590219153007,+33.8434240,-117.8279309,91709,0
060590219153008,+33.8508094,-117.8146810,39267,0
060590219153009,+33.8475846,-117.8147263,137577,96
060590219153010,+33.8491003,-117.8147336,4448,0
060590219153011,+33.8414110,-117.8262546,108959,45
060590219154000,+33.8501179,-117.7905438,4477,0
060590219154001,+33.8499785,-117.7921182,68879,94
060590219154002,+33.8492585,-117.7929130,6005,42
060590219154003,+33.8472377,-117.7944671,114644,196
060590219154004,+33.8472037,-117.7938328,4168,31
060590219154005,+33.8446487,-117.7928860,98081,202
060590219154006,+33.8442897,-117.7947329,39620,90
060590219154007,+33.8460181,-117.7911696,10696,58
060590219154008,+33.8474524,-117.7918381,50848,167
060590219154009,+33.8485975,-117.7910172,4933,33
060590219154010,+33.8480166,-117.7907442,11290,52
060590219154011,+33.8481255,-117.7902408,2973,0
060590219154012,+33.8467855,-117.7902426,1493,0
060590219154013,+33.8450335,-117.7903968,4329,0
060590219154014,+33.8434032,-117.7954106,17621,49
060590219161000,+33.8430075,-117.7968809,33263,65
060590219161001,+33.8416603,-117.8021202,110019,204
060590219161002,+33.8420038,-117.7994298,121660,246
060590219161003,+33.8389650,-117.8051256,162489,172
060590219161004,+33.8411552,-117.8062978,149499,211
060590219161005,+33.8417748,-117.8037079,46706,89
060590219161006,+33.8402861,-117.8092334,3797,0
060590219162000,+33.8429336,-117.7791594,131847,582
060590219162001,+33.8434667,-117.7777954,1847,0
060590219162002,+33.8428320,-117.7809525,79255,131
060590219162003,+33.8421316,-117.7759562,76429,87
060590219162004,+33.8401931,-117.7805284,93718,116
060590219163000,+33.8397326,-117.7876454,371930,479
060590219163001,+33.8408920,-117.7848131,97250,181
060590219163002,+33.8429693,-117.7897685,60346,85
060590219163003,+33.8417805,-117.7870969,110287,230
060590219164000,+33.8423347,-117.7906550,3796,0
060590219164001,+33.8424555,-117.7910929,17046,54
060590219164002,+33.8392020,-117.7951753,383651,542
060590219164003,+33.8379158,-117.7956817,57383,75
060590219164004,+33.8422329,-117.7961240,26855,43
060590219164005,+33.8417597,-117.7947339,32544,73
060590219171000,+33.8136053,-117.7858419,5747,0
060590219171001,+33.8136608,-117.7891594,2947,0
060590219171002,+33.8130494,-117.7914828,3435,0
060590219171003,+33.8117307,-117.7849085,163925,66
060590219171004,+33.8074583,-117.7837504,147595,68
060590219171005,+33.8104180,-117.7866337,36994,21
060590219171006,+33.8084500,-117.7917373,739465,483
060590219171007,+33.8078305,-117.7868789,111555,56
060590219171008,+33.8040798,-117.7879278,23209,23
060590219171009,+33.8083513,-117.7930224,20727,36
060590219171010,+33.8116577,-117.7919648,76015,154
060590219171011,+33.8095249,-117.7934640,35498,64
060590219171012,+33.8119824,-117.7940131,3309,0
060590219171013,+33.8115353,-117.7938136,24103,55
060590219171014,+33.8048695,-117.7863003,45093,33
060590219171015,+33.8025386,-117.7847790,205702,146
060590219171016,+33.7959605,-117.7842878,318145,182
060590219172000,+33.8028413,-117.7691130,6411,0
060590219172001,+33.8027040,-117.7707091,72782,0
060590219172002,+33.7990897,-117.7756130,610321,618
060590219172003,+33.7983589,-117.7810165,54525,39
060590219172004,+33.8002736,-117.7752442,21642,10
060590219172005,+33.8016619,-117.7820963,2731,19
060590219172006,+33.7968051,-117.7718197,77963,172
060590219172007,+33.7990572,-117.7693319,51124,74
060590219172008,+33.8004595,-117.7680827,3863,0
060590219172009,+33.7985111,-117.7685288,5947,0
060590219172010,+33.7987303,-117.7668215,2761,0
060590219172011,+33.8026359,-117.7764106,5058,0
060590219172012,+33.8023115,-117.7744624,44094,26
060590219172013,+33.7954101,-117.7647047,223527,0
060590219172014,+33.7956174,-117.7611993,12312,0
060590219172015,+33.7960542,-117.7814256,24627,33
060590219172016,+33.7963292,-117.7704903,5641,8
060590219172017,+33.7956986,-117.7683050,120459,0
060590219173000,+33.8146768,-117.7735626,5085,0
060590219173001,+33.8145151,-117.7767209,4748,0
060590219173002,+33.8143283,-117.7756455,42284,60
060590219173003,+33.8125594,-117.7731267,107004,58
060590219173004,+33.8119664,-117.7750756,31384,38
060590219173005,+33.8122264,-117.7765258,58321,117
060590219173006,+33.8115901,-117.7777550,27321,72
060590219173007,+33.8124751,-117.7789300,9270,9
060590219173008,+33.8116491,-117.7794058,55682,56
060590219173009,+33.8135342,-117.7799120,17518,55
060590219173010,+33.8140105,-117.7800836,1793,0
060590219173011,+33.8140072,-117.7789658,1921,15
060590219173012,+33.8086022,-117.7770522,98076,64
060590219173013,+33.8104479,-117.7746161,1720,0
060590219173014,+33.8122757,-117.7818108,22694,43
060590219173015,+33.8132030,-117.7820784,23599,43
060590219173016,+33.8137052,-117.7822191,2932,0
060590219173017,+33.8095718,-117.7802211,135851,76
060590219173018,+33.8069968,-117.7812342,58780,32
060590219173019,+33.8037516,-117.7802613,149663,74
060590219173020,+33.8062840,-117.7753242,341230,85
060590219173021,+33.8049385,-117.7716878,99010,48
060590219173022,+33.8056975,-117.7707120,76378,0
060590219173023,+33.8083634,-117.7702683,14582,0
060590219173024,+33.8118583,-117.7711414,3498,0
060590219173025,+33.8033531,-117.7741700,22323,23
060590219181000,+33.7960016,-117.7961569,727129,269
060590219181001,+33.7920391,-117.8002394,9013,50
060590219181002,+33.7931683,-117.8000122,10084,26
060590219181003,+33.7931729,-117.8008861,10180,57
060590219181004,+33.7979108,-117.7982882,13240,61
060590219181005,+33.7909523,-117.7983788,30010,128
060590219181006,+33.7908376,-117.8003249,40128,349
060590219181007,+33.7909153,-117.7996002,4237,20
060590219181008,+33.7892519,-117.8001973,27046,107
060590219181009,+33.7886923,-117.7980077,98811,360
060590219181010,+33.7906507,-117.7963287,39520,112
060590219182000,+33.7926456,-117.7904521,492947,1732
060590219182001,+33.7905600,-117.7914761,80950,436
060590219182002,+33.7939840,-117.7915418,6814,41
060590219182003,+33.7934872,-117.7916254,6612,58
060590219182004,+33.7904269,-117.7946836,8551,30
060590219182005,+33.7866259,-117.7882910,32768,91
060590219182006,+33.7875903,-117.7892620,15195,70
060590219183000,+33.8108754,-117.7965894,3814,0
060590219183001,+33.8104465,-117.7962148,25040,62
060590219183002,+33.8098071,-117.7998728,13012,0
060590219183003,+33.8091181,-117.7991721,45373,92
060590219183004,+33.8085913,-117.7959479,83673,102
060590219183005,+33.8072224,-117.7979452,25161,64
060590219183006,+33.8034535,-117.7972863,650369,673
060590219183007,+33.8042486,-117.7999550,18992,45
060590219191000,+33.8559207,-117.7720507,75701,77
060590219191001,+33.8536101,-117.7764306,105276,242
060590219191002,+33.8536378,-117.7750663,15108,57
060590219191003,+33.8530345,-117.7785913,1721,0
060590219191004,+33.8547040,-117.7720205,283799,358
060590219191005,+33.8524679,-117.7661951,8120,19
060590219191006,+33.8511184,-117.7644210,75677,23
060590219191007,+33.8505920,-117.7782589,9227,23
060590219191008,+33.8505783,-117.7786080,1092,0
060590219191009,+33.8483383,-117.7786585,1384,0
060590219191010,+33.8495559,-117.7752625,345093,394
060590219191011,+33.8471111,-117.7780389,2562,0
060590219192000,+33.8490247,-117.7617751,148963,159
060590219192001,+33.8494490,-117.7716890,121207,93
060590219192002,+33.8510813,-117.7694176,24117,45
060590219192003,+33.8507195,-117.7702810,21362,31
060590219192004,+33.8458120,-117.7743590,130740,314
060590219192005,+33.8478949,-117.7679326,106712,221
060590219192006,+33.8474535,-117.7658232,78396,194
060590219192007,+33.8467516,-117.7650363,47639,114
060590219192008,+33.8446708,-117.7672477,537332,397
060590219192009,+33.8453019,-117.7694359,5550,29
060590219192010,+33.8459556,-117.7653009,26188,51
060590219192011,+33.8456853,-117.7771930,1358,0
060590219201000,+33.8421112,-117.7599944,855300,449
060590219201001,+33.8450973,-117.7565659,24841,92
060590219201002,+33.8440559,-117.7543346,42400,106
060590219201003,+33.8448904,-117.7521234,71983,132
060590219201004,+33.8413770,-117.7486940,88466,0
060590219201005,+33.8370372,-117.7548338,247551,0
060590219201006,+33.8450200,-117.7544566,20078,47
060590219202000,+33.8420070,-117.7457618,343763,760
060590219202001,+33.8358106,-117.7489436,17654,54
060590219202002,+33.8401244,-117.7445584,30940,109
060590219202003,+33.8348023,-117.7540402,70404,162
060590219202004,+33.8342600,-117.7526543,56840,135
060590219202005,+33.8332883,-117.7566907,7099,40
060590219203000,+33.8376168,-117.7705576,693140,552
060590219203001,+33.8356458,-117.7654493,38841,94
060590219203002,+33.8362195,-117.7729049,11455,66
060590219204000,+33.8297893,-117.7739548,330185,872
060590219204001,+33.8332378,-117.7634248,49584,175
060590219204002,+33.8306642,-117.7694177,79913,302
060590219204003,+33.8302630,-117.7675898,41320,184
060590219204004,+33.8301918,-117.7627300,68277,173
